time_s,altitude_ft,ias_kt,roll_deg,pitch_deg,yaw_rate_dps,nz_g,engine_rpm,anomaly,anomaly_type
0.0,10003.97371322409,218.49681524419694,0.5701623729491729,2.052786359994306,-0.0012352727594964609,1.0097916932362636,5196.958214573651,0,normal
0.1,9999.044681998315,219.7566133871947,0.7457654655439991,1.9274167615281192,0.0116834657095157,1.006270604836569,5225.200591810363,0,normal
0.2,10005.483100882046,220.00437010094498,-0.37155298336406634,1.9542323944040727,-0.10436782142107486,0.9882719436917916,5200.893208731094,0,normal
0.30000000000000004,10012.636627121807,220.06927224586593,-0.2675977729758817,2.101327302560792,0.024988679403909978,1.0062385521139665,5214.7730872095535,0,normal
0.4,9998.729956251673,220.21978713119248,0.4570091278016579,2.2868892443641844,-0.02753067209030405,1.0137233387770666,5233.980879412358,0,normal
0.5,9998.880881620273,220.58258413308198,0.2134079972569586,2.199865367480255,0.08675543907702028,0.9853555144568432,5193.525147766006,0,normal
0.6000000000000001,10013.538472635702,220.08474459677353,0.27057124212836886,1.8532400053751996,0.06519832191881833,0.9705964939208115,5202.982702192355,0,normal
0.7000000000000001,10007.195039351885,219.83745772923865,0.35864051794122287,1.8575329782966643,0.10582102642668029,1.0266109507961079,5213.1341785743225,0,normal
0.8,9997.450556171329,219.82466147881155,-0.09629286469763025,1.9497860198959338,-0.0750692358158392,1.004730023711166,5202.836130670201,0,normal
0.9,10005.697619442648,219.6803429618154,0.1319879699960746,2.0487267295384686,0.10293320009526555,0.993140622566632,5196.9741648828885,0,normal
1.0,9997.800583243503,220.81840621804943,0.10087686027923684,2.0448817638735535,0.007525962570492828,0.9926266705755906,5236.409334648963,0,normal
1.1,9997.932870068265,219.689957293562,-0.3433966400981842,2.227436819639421,0.055215022024522574,1.0022018580628567,5219.3572479876975,0,normal
1.2000000000000002,10003.745186960854,220.9033973037904,0.12603637728628156,2.239409549826409,0.05395047267634537,1.0156152761578234,5169.982305000754,0,normal
1.3,9986.654024665131,220.25997110051236,0.49508427845986724,2.049736157638282,0.03672439955739382,0.9773531779469277,5221.993345327837,0,normal
1.4000000000000001,9988.311698700827,219.8465497441673,-0.1336532955373446,2.0184712571827816,-0.08705792842007747,0.9939858316026439,5225.763814060232,0,normal
1.5,9997.763512531921,220.77705071255085,0.061027699496373655,2.133872457618173,0.07640644976662335,1.0248095112993185,5219.8145481241245,0,normal
1.6,9994.30993163638,219.71912200477516,0.0826835664043424,2.2195704336560294,0.028134280968117577,1.0123692843373016,5213.269720240855,0,normal
1.7000000000000002,10005.077323283229,220.83038069540837,-0.11386582017410828,2.1466801624560268,-0.11784683488846057,1.0110896158083214,5225.399558589429,0,normal
1.8,9995.44991199384,220.50875005157388,0.2707604950777431,2.0028015073764873,-0.03869444644288039,1.0061154476706835,5215.500144075611,0,normal
1.9000000000000001,9991.566430676925,219.88023172901106,-0.27202625250199497,1.9794080368495857,-0.0970465330019272,1.0046572191479874,5211.0670470092555,0,normal
2.0,10014.740801604572,220.79890755296057,0.5330582074783736,1.9083619680644313,-0.11409658268350352,0.9929773734426738,5204.523875294821,0,normal
2.1,10001.360147452839,220.83196485782776,0.25048222465289816,2.107675304985456,0.06826593954877459,0.9916267522365396,5186.562956364181,0,normal
2.2,10003.857324897655,221.3393865567019,-0.37470744026915787,2.1758130582559057,-0.11834988164495118,1.0120919867134055,5182.171462430427,0,normal
2.3000000000000003,9992.069849935713,221.2049499575842,0.6792038739545014,2.196257273776264,-0.10568946360929105,0.9919058865416909,5214.482075216624,0,normal
2.4000000000000004,9999.263504318302,220.8436959839433,0.06724058450463817,2.2624723598429872,0.15825783730710613,1.0042574887269229,5214.338880103887,0,normal
2.5,10004.656671807053,219.5672306341537,-0.2891790068940207,2.3154245856416518,-0.03583086413194896,1.0022760323698758,5202.497662566188,0,normal
2.6,9994.712061492644,222.4467810861239,0.4418218099964765,1.8907948451665624,0.052612863549104695,1.032878313737263,5190.413644276965,0,normal
2.7,10007.076307091205,219.38360736528074,0.19786860777921003,2.161406984482098,0.08998652276553631,0.9975936655549497,5186.43856774642,0,normal
2.8000000000000003,9999.416319829279,221.28447971635168,-0.7087838816936154,2.17022552592306,0.061937088680845784,1.01752694968378,5198.081162528248,0,normal
2.9000000000000004,10002.03857908826,220.88864434439043,-0.21026412689754148,2.096879356521498,0.011965827399318339,1.0106095765849588,5214.167306298798,0,normal
3.0,9999.709169022557,219.62283004577228,0.11163893488861748,1.98734475692405,-0.00298112633796237,0.998241356688815,5237.340288296272,0,normal
3.1,10019.491733088098,220.48120765304978,-0.8638266710570636,2.3319061296164234,0.043008507907794556,0.9813401899635916,5203.521750204876,0,normal
3.2,10004.716208125652,220.5361276325475,0.03402803415495761,2.0305265559736987,-0.017973004222220295,0.9992055466283553,5208.33080923126,0,normal
3.3000000000000003,9996.513169185388,221.66205399895804,0.06319174908210395,1.7935257279604597,0.05559095390911033,1.013488546401208,5221.0286433520705,0,normal
3.4000000000000004,10011.705878751362,220.06537260954198,-0.473396752950329,2.129005450628657,-0.020716713557520697,0.9816277362965625,5203.30715426504,0,normal
3.5,9995.509424998374,220.44487371905015,0.10825795450398541,2.093887417246396,-0.011642888177658236,1.0125356425230294,5209.920595640324,0,normal
3.6,10007.097729369989,218.80395659883115,0.0029855356500134147,2.411782408731215,0.15054080985681173,1.0201433030563176,5216.844008396136,0,normal
3.7,9989.900097461032,222.07897851452864,-0.47651764235400584,2.210130936285656,-0.038431219945544284,1.0014401060486784,5221.169494925394,0,normal
3.8000000000000003,9995.102599095431,219.85312239665512,0.3678242187451301,2.094424316051819,0.0015393111542460873,1.0137054505213525,5205.575949516648,0,normal
3.9000000000000004,10007.45359736269,220.98932638377755,0.335141517907122,2.1142098948433947,0.034445018143905784,1.002103817243889,5197.679762032869,0,normal
4.0,10011.937050821536,220.66494339771708,-0.11589483474094452,2.1159892948982084,0.03958347655844513,1.008570721613898,5208.074864017613,0,normal
4.1000000000000005,10007.55086561581,220.6859114036235,-0.07943252935672951,2.483318410349373,0.023428993363824417,1.0224037042863277,5179.67837379533,0,normal
4.2,10005.405324532969,221.4304141067664,0.2905055750381382,2.255556177131635,-0.10003121293378602,0.9766903607463316,5209.668165128942,0,normal
4.3,10004.072262656404,222.13771593620405,-0.08026525724472262,1.9466310638960787,0.012963469462695743,0.9885217166079427,5218.390434332712,0,normal
4.4,9994.803487492693,221.02005074250556,-0.7723632802080619,2.124496582070317,0.01942631471746614,1.0187602215688503,5230.985195544184,0,normal
4.5,10001.023470470685,221.3610357322221,0.19477462295997094,2.161060876241967,0.09119682167079958,1.0215268088695584,5219.505742787757,0,normal
4.6000000000000005,10003.247663982318,221.11817101679156,-0.3253037282954034,2.001899060845082,0.059139322169814997,0.9788811109394729,5167.269785384471,0,normal
4.7,10015.540291024106,221.6871336396293,-0.1559372217670375,1.9040045949229878,0.09646882876673592,1.0234345539671108,5226.761428564309,0,normal
4.800000000000001,10009.982787409741,220.52079164114204,0.5831482271805903,2.2641808139284,-0.08025643131759798,0.961417908756399,5228.013263257631,0,normal
4.9,9993.280036305909,221.76941825243145,-0.053591389603519224,2.057534219590073,-0.07968163107312395,1.0093838427804263,5192.323701356914,0,normal
5.0,10010.127534098678,221.81545087564274,0.0006939743495492861,2.368911942679816,0.026247973666606847,1.0032819142800251,5200.24807155425,0,normal
5.1000000000000005,10004.604696996319,221.81098916591225,0.203866910185439,2.186176265307572,0.09062815886717003,0.9890033103666047,5227.967491078817,0,normal
5.2,10002.420459997109,220.43471253555245,0.2021335775496129,2.1171412498268727,-0.016034713802616934,0.9899268081453889,5207.338899245238,0,normal
5.300000000000001,10012.879714696337,220.84599398157508,-0.3676791069511134,1.829089273536065,-0.0592231629487401,0.9904797443823613,5197.816387322235,0,normal
5.4,10016.384756340163,221.1900322245933,-0.024119406213749764,2.3782477277343226,-0.12811737611249202,0.9969377136894447,5195.481469858216,0,normal
5.5,10015.73744403866,219.91954012487267,0.014461011170330855,2.242212492269758,0.029042341253215795,1.0297905306188744,5246.396039256521,0,normal
5.6000000000000005,10001.723892738855,222.30986493599238,0.10881075865153078,2.1342200728317002,-0.009033105111062366,1.0123465545621082,5218.8130815183595,0,normal
5.7,10006.11435043256,221.04178173377204,0.11568877636664775,2.071153491908708,-0.03471570566644621,1.0215160619510386,5202.945581962002,0,normal
5.800000000000001,10011.38855984363,221.29637794622352,1.0349764915109831,2.4477906184029723,0.07241520288745475,0.9951688426767291,5228.677582167348,0,normal
